id,origen,destino,distancia,tiempo_estimado,costo,velocidad_promedio,congestion,disponible,incidentes,tipo_via,nombre_via,carriles,sentido_unico,peaje,restricciones,geometria
583975820,253761879,9644335932,17.191567965042726,0.020629881558051268,0.0,50.0,baja,True,0,secundaria,Avenida Calle 85,3.0,True,False,[],
89615978,253761882,253762016,101.02594385057662,0.12123113262069196,0.0,30.0,baja,True,0,terciaria,Carrera 14,2.0,True,False,[],"[[-74.0572856, 4.6644634], [-74.0576967, 4.6637569], [-74.0577435, 4.6636778]]"
856959932,253761969,7989874686,12.253162422722788,0.014703794907267347,0.0,45.0,baja,True,0,terciaria,Calle 77,1.0,True,False,[],"[[-74.052285, 4.6594405], [-74.0522724, 4.6594017], [-74.0522328, 4.6593446]]"
916471064,253761969,3197009590,12.641424141195102,0.015169708969434122,0.0,45.0,baja,True,0,terciaria,Calle 77,2.0,True,False,[],"[[-74.052285, 4.6594405], [-74.0522387, 4.6594367], [-74.052182, 4.6594]]"
"[1074517252, 1074517255]",253761969,254347517,100.27898918964605,0.12033478702757527,0.0,50.0,baja,True,0,primaria,Avenida Carrera 7,2.0,True,False,[],"[[-74.052285, 4.6594405], [-74.0523559, 4.6593703], [-74.0524885, 4.6592389], [-74.0526872, 4.6590294], [-74.052798, 4.6589085], [-74.0529088, 4.6587875]]"
89616006,253761997,267890885,47.04719539658914,0.056456634475906965,0.0,30.0,baja,True,0,residencial,Calle 78,2.0,True,False,[],
89616107,253761997,253846793,102.19392796238554,0.12263271355486266,0.0,30.0,baja,True,0,residencial,Carrera 13,2.0,True,False,[],
89615978#1,253762016,7989948688,21.969328382530286,0.026363194059036345,0.0,30.0,baja,True,0,terciaria,Carrera 14,2.0,True,False,[],
89615874,253762045,253762297,106.74328499640161,0.12809194199568194,0.0,30.0,baja,True,0,residencial,Carrera 12,2.0,False,False,[],
89616006#1,253762045,254530322,82.60516753563918,0.09912620104276701,0.0,30.0,baja,True,0,residencial,Calle 78,2.0,True,False,[],
23430450,253762048,267890888,229.8623973084961,0.2758348767701953,0.0,30.0,baja,True,0,residencial,Calle 79,3.0,True,False,[],"[[-74.0543726, 4.663569], [-74.0543309, 4.6635393], [-74.0527207, 4.6623913], [-74.0526857, 4.6623663]]"
89616120,253762048,253762297,100.46503438421654,0.12055804126105985,0.0,30.0,baja,True,0,residencial,Calle 79,2.0,False,False,[],"[[-74.0543726, 4.663569], [-74.0544365, 4.6636151], [-74.05511, 4.6640945]]"
856959920,253762048,13805375164,110.691490557192,0.13282978866863038,0.0,30.0,baja,True,0,secundaria,Avenida Carrera 11,3.0,True,False,[],"[[-74.0543726, 4.663569], [-74.0545677, 4.6632904], [-74.0549097, 4.6628019], [-74.0549312, 4.6627711], [-74.0549441, 4.6627526]]"
89874714,253762071,312656480,80.03386696729065,0.09604064036074877,0.0,30.0,baja,True,0,residencial,Calle 67,2.0,False,False,[],
89874714#1,253762071,312656101,68.19874758707051,0.0818384971044846,0.0,30.0,baja,True,0,residencial,Calle 67,2.0,False,False,[],
89875274,253762071,926763115,81.16325678054623,0.09739590813665548,0.0,30.0,baja,True,0,residencial,Carrera 22,2.0,True,False,[],
89874714#2,253762143,312656101,83.45736088061457,0.10014883305673748,0.0,30.0,baja,True,0,residencial,Calle 67,2.0,False,False,[],
89874714#3,253762143,283253380,102.13597022928295,0.12256316427513954,0.0,30.0,baja,True,0,residencial,Calle 67,2.0,False,False,[],
89890128,253762143,13790717175,82.86354196124293,0.09943625035349152,0.0,30.0,baja,True,0,terciaria,Carrera 20,2.0,True,False,[],"[[-74.0676869, 4.6567662], [-74.0673472, 4.6572988], [-74.0673305, 4.6573251], [-74.0672858, 4.6573951]]"
"[1014920969, 1014920970]",253762149,2807693387,77.4667098656565,0.09296005183878779,0.0,30.0,baja,True,0,residencial,Calle 77,,True,False,[],"[[-74.0581496, 4.6631196], [-74.0581153, 4.6630976], [-74.057856, 4.6629313], [-74.0575618, 4.6627426]]"
1014920973,253762149,253762318,82.60563965341673,0.09912676758410008,0.0,30.0,baja,True,0,terciaria,Carrera 14,2.0,True,False,[],"[[-74.0581496, 4.6631196], [-74.0585436, 4.6625634], [-74.0585796, 4.6625128]]"
23430419,253762179,339058332,36.46506053915488,0.04375807264698585,0.0,30.0,baja,True,0,terciaria,Calle 74,2.0,True,False,[],"[[-74.0690054, 4.6665492], [-74.0689387, 4.6665139], [-74.0688801, 4.6664867], [-74.068703, 4.6664213]]"
28459664,253762179,312662925,78.11446586076808,0.09373735903292169,0.0,45.0,baja,True,0,terciaria,Carrera 28,2.0,True,False,[],"[[-74.0690054, 4.6665492], [-74.0689603, 4.6665743], [-74.068915, 4.6666114], [-74.0688531, 4.6666776], [-74.0685372, 4.6670687]]"
23502415,253762181,956648536,56.188606769485475,0.06742632812338258,0.0,30.0,baja,True,0,residencial,Carrera 23,2.0,True,False,[],"[[-74.064242, 4.6661265], [-74.064282, 4.6660684], [-74.0644896, 4.665729], [-74.0645091, 4.6656971]]"
856965795,253762181,268152908,77.41300652243075,0.09289560782691689,0.0,30.0,baja,True,0,secundaria,Calle 76,2.0,True,False,[],"[[-74.064242, 4.6661265], [-74.0642841, 4.6661534], [-74.0647988, 4.6664822], [-74.06483, 4.6665023]]"
89615992,253762216,253762307,75.21493841177139,0.09025792609412567,0.0,30.0,baja,True,0,residencial,Carrera 12A,2.0,True,False,[],
89616129,253762216,253848285,68.79954131922105,0.08255944958306526,0.0,30.0,baja,True,0,residencial,Calle 77,2.0,True,False,[],"[[-74.0570766, 4.6624315], [-74.0568766, 4.6623032], [-74.056704, 4.6622344], [-74.0566219, 4.6622163], [-74.0565627, 4.6622118], [-74.0565096, 4.662219]]"
23430420,253762297,267890876,94.88868596180386,0.11386642315416462,0.0,30.0,baja,True,0,residencial,Carrera 12,2.0,False,False,[],
89615874#1,253762297,253762045,106.74328499640161,0.12809194199568194,0.0,30.0,baja,True,0,residencial,Carrera 12,2.0,False,False,[],
89616120#1,253762297,253762048,100.46503438421654,0.12055804126105985,0.0,30.0,baja,True,0,residencial,Calle 79,2.0,False,False,[],"[[-74.05511, 4.6640945], [-74.0544365, 4.6636151], [-74.0543726, 4.663569]]"
89615992#1,253762307,254530322,100.83660794508839,0.12100392953410607,0.0,30.0,baja,True,0,residencial,Carrera 12A,2.0,True,False,[],
89616092,253762307,253846793,51.45902084967077,0.06175082501960493,0.0,30.0,baja,True,0,residencial,Calle 77A,2.0,True,False,[],
639468914,253762318,12596010805,70.23395972319108,0.08428075166782929,0.0,30.0,baja,True,0,secundaria,Calle 76,2.0,True,False,[],"[[-74.0585796, 4.6625128], [-74.0590214, 4.6627951], [-74.059071, 4.6628268], [-74.0591131, 4.6628537]]"
856981375,253762318,312649100,122.08670965929491,0.1465040515911539,0.0,30.0,baja,True,0,residencial,Carrera 14,2.0,True,False,[],"[[-74.0585796, 4.6625128], [-74.0586275, 4.6624422], [-74.0591561, 4.6616643], [-74.0591973, 4.6616037]]"
1079835931,253845435,852230670,101.75927203474632,0.12211112644169558,0.0,30.0,baja,True,0,secundaria,Avenida Carrera 15,3.0,True,False,[],
366401397,253845435,267899276,59.86189387032381,0.07183427264438857,0.0,30.0,baja,True,0,secundaria,Calle 82,2.0,True,False,[],"[[-74.056354, 4.6677942], [-74.0563001, 4.6677613], [-74.0558934, 4.667513]]"
89616092#1,253846793,2807693386,13.052432732517701,0.015662919279021244,0.0,30.0,baja,True,0,residencial,Calle 77A,2.0,True,False,[],
935565944,253847647,253761882,60.95360857344957,0.07314433028813949,0.0,45.0,baja,True,0,terciaria,Carrera 14,2.0,True,False,[],"[[-74.057009, 4.6649372], [-74.0572046, 4.6646016], [-74.0572856, 4.6644634]]"
"[1079835936, 1079835937]",253847647,12596010811,92.00538251145743,0.11040645901374892,0.0,30.0,baja,True,0,residencial,Calle 79,2.0,True,False,[],"[[-74.057009, 4.6649372], [-74.0570742, 4.664974], [-74.0571662, 4.6650259], [-74.0576291, 4.6652871], [-74.0576847, 4.6653185], [-74.0577314, 4.6653449]]"
1074585608,253848095,265687956,82.04888762425196,0.09845866514910236,0.0,50.0,baja,True,0,primaria,Avenida Carrera 7,2.0,True,False,[],
856959944,253848095,265687602,163.26084656279426,0.1959130158753531,0.0,30.0,baja,True,0,terciaria,Calle 81,3.0,True,False,[],"[[-74.0493685, 4.6623969], [-74.0494242, 4.6624467], [-74.0495309, 4.6625265], [-74.0496254, 4.6625934], [-74.0497605, 4.6626803], [-74.0505593, 4.6631999], [-74.0505881, 4.6632185]]"
23439963,253848285,2807693383,41.81763042552825,0.0501811565106339,0.0,30.0,baja,True,0,residencial,Carrera 12,2.0,True,False,[],"[[-74.0565096, 4.662219], [-74.0564527, 4.662258], [-74.0563868, 4.6623337], [-74.0563194, 4.662434], [-74.0562929, 4.6625016], [-74.0562899, 4.662515]]"
89616129#1,253848285,13805375168,108.36536054598321,0.13003843265517986,0.0,30.0,baja,True,0,residencial,Calle 77,2.0,True,False,[],"[[-74.0565096, 4.662219], [-74.055801, 4.6617149], [-74.0557551, 4.6616822], [-74.0557126, 4.6616545]]"
935565944#1,253848294,267890873,85.6894793842569,0.10282737526110829,0.0,45.0,baja,True,0,terciaria,Carrera 14,2.0,True,False,[],
23439960,253848294,3539023324,82.77189925107221,0.09932627910128665,0.0,30.0,baja,True,0,residencial,Carrera 14,2.0,False,False,[],"[[-74.0559962, 4.6667035], [-74.0556626, 4.6673026], [-74.0556333, 4.6673541]]"
525967731,254347517,264718418,168.87695055830935,0.2026523406699712,0.0,50.0,baja,True,0,primaria,Avenida Carrera 7,2.0,True,False,[],"[[-74.0529088, 4.6587875], [-74.053155, 4.6585258], [-74.0532159, 4.6584491], [-74.053273, 4.6583762], [-74.0534191, 4.6581665], [-74.0535148, 4.6580253], [-74.0538203, 4.6575745]]"
1199632375,254347517,439752067,96.53284361864348,0.11583941234237216,0.0,30.0,baja,True,0,secundaria,Calle 76,2.0,True,False,[],"[[-74.0529088, 4.6587875], [-74.0529798, 4.6588347], [-74.0536331, 4.6592697]]"
89615992#2,254530322,267890875,196.8506641791687,0.2362207970150024,0.0,30.0,baja,True,0,residencial,Carrera 12A,2.0,True,False,[],
89616006#2,254530322,253761997,50.981228023848594,0.06117747362861831,0.0,30.0,baja,True,0,residencial,Calle 78,2.0,True,False,[],
89890321,254530323,2862531849,82.80309718071751,0.09936371661686103,0.0,30.0,baja,True,0,residencial,Calle 71A,2.0,True,False,[],"[[-74.0669136, 4.6618498], [-74.0673113, 4.6621126], [-74.0675095, 4.6622435], [-74.0675363, 4.6622613]]"
856959915,254530323,312656404,96.15119971620267,0.11538143965944321,0.0,30.0,baja,True,0,residencial,Carrera 23,2.0,True,False,[],"[[-74.0669136, 4.6618498], [-74.0673426, 4.6611384], [-74.0673606, 4.6611087]]"
89890321#1,254530324,254530323,90.63389742272729,0.10876067690727274,0.0,30.0,baja,True,0,residencial,Calle 71A,2.0,True,False,[],
89890594,254530324,312656383,92.69270105116213,0.11123124126139455,0.0,30.0,baja,True,0,residencial,Carrera 22,2.0,True,False,[],"[[-74.066232, 4.6613994], [-74.0666845, 4.6607354], [-74.0667019, 4.6607098]]"
89875274#1,254530325,2862531837,86.21859097449209,0.10346230916939049,0.0,30.0,baja,True,0,residencial,Carrera 22,2.0,True,False,[],"[[-74.0695925, 4.656434], [-74.069617, 4.656401], [-74.0700551, 4.6558106]]"
655514737,254530325,312656093,74.08667054064796,0.08890400464877755,0.0,50.0,baja,True,0,secundaria,Calle 66,2.0,True,False,[],"[[-74.0695925, 4.656434], [-74.0693372, 4.6562531], [-74.0690477, 4.6560479]]"
341209367,254530345,3196497181,203.6314449319607,0.24435773391835286,0.0,50.0,baja,True,0,primaria,Avenida Carrera 7,3.0,True,False,[],"[[-74.0551887, 4.6551706], [-74.0551554, 4.6552626], [-74.0551136, 4.6553642], [-74.0550542, 4.6554938], [-74.0549884, 4.655626], [-74.0549394, 4.6557166], [-74.0548904, 4.6557992], [-74.0547605, 4.6560075], [-74.0546794, 4.6561269], [-74.0546038, 4.656237], [-74.0545093, 4.6563746], [-74.0544271, 4.6564943], [-74.054257, 4.6567419]]"
89890128#1,255471027,283342324,54.72826217160639,0.06567391460592767,0.0,30.0,baja,True,0,terciaria,Carrera 20,2.0,True,False,[],"[[-74.0694049, 4.6540839], [-74.0691575, 4.65447], [-74.0691391, 4.6544987]]"
533186939,255471027,1041714606,55.10986058169412,0.06613183269803294,0.0,30.0,baja,True,0,residencial,Calle 63D,2.0,False,False,[],"[[-74.0694049, 4.6540839], [-74.0694627, 4.6540947], [-74.0698937, 4.6541749]]"
1053475391,255471033,1010415613,14.346186642686726,0.01721542397122407,0.0,30.0,baja,True,0,residencial,Carrera 22,2.0,True,False,[],
23502415#1,255471043,1041859337,90.96588776874616,0.10915906532249539,0.0,30.0,baja,True,0,residencial,Carrera 23,2.0,True,False,[],"[[-74.0653553, 4.6643235], [-74.0653825, 4.6642797], [-74.0657918, 4.6636307]]"
907267685,255471043,354855992,114.00305538883158,0.1368036664665979,0.0,30.0,baja,True,0,terciaria,Calle 74,2.0,True,False,[],"[[-74.0653553, 4.6643235], [-74.0653067, 4.6642926], [-74.0645332, 4.6638024], [-74.0644877, 4.6637727]]"
89890167,260487059,354856189,22.19236808639709,0.026630841703676505,0.0,45.0,baja,True,0,terciaria,Carrera 20B,2.0,True,False,[],"[[-74.0622642, 4.6636404], [-74.0622892, 4.6636016], [-74.0623723, 4.6634724]]"
375276916,260487059,354856340,102.67047240677377,0.12320456688812852,0.0,30.0,baja,True,0,residencial,Calle 75,2.0,True,False,[],"[[-74.0622642, 4.6636404], [-74.0623109, 4.6636708], [-74.0629869, 4.6641111], [-74.0630397, 4.6641455]]"
89890167#1,260487068,907676719,57.401502795967474,0.06888180335516096,0.0,45.0,baja,True,0,terciaria,Carrera 20B,2.0,True,False,[],"[[-74.0617067, 4.664507], [-74.061729, 4.6644692], [-74.0619863, 4.6640725]]"
1008921326,260487068,1041859381,102.97792359056739,0.12357350830868087,0.0,30.0,baja,True,0,secundaria,Calle 76,1.0,True,False,[],"[[-74.0617067, 4.664507], [-74.0617503, 4.6645343], [-74.0624397, 4.6649653], [-74.0624683, 4.6649837], [-74.0624934, 4.6649998]]"
24032094,260623191,3879238831,40.18300361528015,0.04821960433833618,0.0,30.0,baja,True,0,residencial,Calle 80,1.0,True,False,[],"[[-74.0597361, 4.6679328], [-74.0598109, 4.6679622], [-74.0598756, 4.6679828], [-74.059916, 4.6679931], [-74.0599616, 4.6680007], [-74.0600875, 4.6680109]]"
1214872517,260623191,312645765,67.59106010583741,0.08110927212700489,0.0,30.0,baja,True,0,residencial,Calle 80,1.0,False,False,[],"[[-74.0597361, 4.6679328], [-74.059338, 4.6677224], [-74.0591973, 4.667648]]"
"[24031622, 1457782735]",260627307,5113324352,32.70532124816007,0.03924638549779209,0.0,30.0,baja,True,0,residencial,Calle 77,2.0,True,False,[],"[[-74.0604184, 4.6647561], [-74.06063, 4.6648697], [-74.0606782, 4.6648956]]"
71560592,260627307,851224205,24.20637835352796,0.029047654024233555,0.0,30.0,baja,True,0,residencial,Carrera 19A,1.0,True,False,[],"[[-74.0604184, 4.6647561], [-74.0603557, 4.6647814], [-74.0603088, 4.6648017], [-74.0602623, 4.6648349], [-74.060236, 4.6648681]]"
935465095,261817164,9307517363,111.99066137048341,0.1343887936445801,0.0,30.0,baja,True,0,residencial,Calle 66,2.0,False,False,[],
734633052,261817164,826353151,49.89077368205561,0.059868928418466735,0.0,30.0,baja,True,0,residencial,Carrera 15,2.0,True,False,[],"[[-74.0650121, 4.6536475], [-74.0650202, 4.653601], [-74.0650889, 4.6532054]]"
1051331378,263471068,761884448,67.99150681679042,0.0815898081801485,0.0,30.0,baja,True,0,terciaria,Carrera 9,3.0,True,False,[],
1281336948,263471068,266892197,77.21779502639626,0.09266135403167552,0.0,45.0,baja,True,0,terciaria,Calle 69,2.0,True,False,[],"[[-74.0592187, 4.652667], [-74.059127, 4.6525961], [-74.058668, 4.6522416]]"
"[916471065, 1074517253]",263471094,253761969,211.83152354050668,0.25419782824860804,0.0,45.0,baja,True,0,terciaria,Calle 77,2.0,True,False,[],"[[-74.0538342, 4.660555], [-74.0537838, 4.6605194], [-74.0524155, 4.6595527], [-74.0523511, 4.6595002], [-74.052285, 4.6594405]]"
1012901994,263471094,264718938,116.27400534139005,0.13952880640966805,0.0,30.0,baja,True,0,terciaria,Carrera 9,2.0,True,False,[],"[[-74.0538342, 4.660555], [-74.0537773, 4.6606465], [-74.0533157, 4.6613909], [-74.0532823, 4.6614443]]"
89615994,264441787,312645325,64.62281790825942,0.0775473814899113,0.0,30.0,baja,True,0,residencial,Calle 79,2.0,True,False,[],
28457746,264441787,312645997,123.6767070261863,0.14841204843142355,0.0,30.0,baja,True,0,residencial,Carrera 16A,2.0,True,False,[],"[[-74.0588066, 4.6659498], [-74.0588421, 4.6658863], [-74.0588861, 4.6658078], [-74.0593505, 4.6649786]]"
89616005,264441789,851224184,10.964460626673109,0.01315735275200773,0.0,30.0,baja,True,0,residencial,Carrera 16A,2.0,True,False,[],
1059633463,264441789,851224205,84.2600211886038,0.10111202542632455,0.0,30.0,baja,True,0,residencial,Calle 77,2.0,True,False,[],"[[-74.0596529, 4.6644386], [-74.0597179, 4.6644754], [-74.0601921, 4.6647435], [-74.0602184, 4.6647693], [-74.0602344, 4.6647972], [-74.0602365, 4.66483], [-74.060236, 4.6648681]]"
277039663,264552904,450845513,73.99814898296806,0.08879777877956167,0.0,30.0,baja,True,0,residencial,Diagonal 75,2.0,True,False,[],"[[-74.051651, 4.6583546], [-74.0516404, 4.658256], [-74.0516254, 4.658188], [-74.0515949, 4.658106], [-74.0514437, 4.6578521], [-74.0513853, 4.6577541]]"
856959934,264552904,264553634,145.34228715865262,0.17441074459038314,0.0,30.0,baja,True,0,terciaria,Carrera 5,2.0,True,False,[],"[[-74.051651, 4.6583546], [-74.0518003, 4.6581591], [-74.0519826, 4.6578746], [-74.0520536, 4.6577742], [-74.052391, 4.6573436], [-74.0524247, 4.6573005]]"
24381666,264552907,264553463,98.85496212220056,0.11862595454664066,0.0,30.0,baja,True,0,residencial,Calle 74,,True,False,[],"[[-74.0530677, 4.6559605], [-74.0530195, 4.6559327], [-74.0523254, 4.6555822], [-74.0522915, 4.6555651], [-74.0522735, 4.655556]]"
856959934#1,264552907,264552912,188.8852724332265,0.22666232691987181,0.0,30.0,baja,True,0,terciaria,Carrera 5,2.0,True,False,[],"[[-74.0530677, 4.6559605], [-74.0530911, 4.6559138], [-74.0531597, 4.655772], [-74.0532267, 4.6556303], [-74.0533072, 4.6554084], [-74.0533434, 4.655228], [-74.0533702, 4.6550515], [-74.0533863, 4.6549159], [-74.0534017, 4.6548109], [-74.053448, 4.6546692], [-74.0535238, 4.6544888], [-74.0535662, 4.6543924], [-74.0535828, 4.6543544]]"
24381623,264552912,254530345,199.78367540230812,0.23974041048276973,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,2.0,True,False,[],"[[-74.0535828, 4.6543544], [-74.0536132, 4.6543699], [-74.0543101, 4.6547241], [-74.0551364, 4.655144], [-74.0551887, 4.6551706]]"
89623479,264552912,264553080,89.15559950635351,0.10698671940762422,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0535828, 4.6543544], [-74.0535536, 4.6543398], [-74.0529021, 4.654013], [-74.0528642, 4.653994]]"
856959934#2,264552912,435197551,77.97370355404851,0.0935684442648582,0.0,30.0,baja,True,0,terciaria,Carrera 5,2.0,True,False,[],"[[-74.0535828, 4.6543544], [-74.053789, 4.6538974], [-74.0538069, 4.6538589], [-74.0538454, 4.6537935], [-74.0538898, 4.6537246]]"
89617698,264553080,264553463,186.9468859004706,0.2243362630805647,0.0,45.0,baja,True,0,terciaria,Carrera 4,2.0,True,False,[],"[[-74.0528642, 4.653994], [-74.0526372, 4.6544225], [-74.0525953, 4.6545391], [-74.0525473, 4.6547443], [-74.052497, 4.6550177], [-74.0524637, 4.6551433], [-74.0524127, 4.6552645], [-74.0522946, 4.655512], [-74.0522815, 4.6555392], [-74.0522735, 4.655556]]"
89623479#1,264553080,264553120,95.89211055161466,0.11507053266193759,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0528642, 4.653994], [-74.052824, 4.6539718], [-74.0524545, 4.6537678], [-74.0523295, 4.6537171], [-74.0522339, 4.6536906], [-74.0521294, 4.6536836], [-74.0520736, 4.653668]]"
89623479#2,264553080,264552912,89.15559950635351,0.10698671940762422,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0528642, 4.653994], [-74.0529021, 4.654013], [-74.0535536, 4.6543398], [-74.0535828, 4.6543544]]"
"[89623449, 1003822686, 1003822687]",264553086,264553120,181.78759743837048,0.21814511692604457,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0509615, 4.6525202], [-74.0511964, 4.6526642], [-74.0513875, 4.6527806], [-74.0515506, 4.6529153], [-74.0516322, 4.6529948], [-74.0517162, 4.6530825], [-74.0518084, 4.6532107], [-74.0518552, 4.653302], [-74.0518894, 4.6534127], [-74.0519732, 4.6535363], [-74.0520736, 4.653668]]"
24381627,264553120,264553123,132.86106239007265,0.15943327486808717,0.0,30.0,baja,True,0,residencial,Carrera 2A,,False,False,[],
89623479#3,264553120,264553080,95.89211055161466,0.11507053266193759,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0520736, 4.653668], [-74.0521294, 4.6536836], [-74.0522339, 4.6536906], [-74.0523295, 4.6537171], [-74.0524545, 4.6537678], [-74.052824, 4.6539718], [-74.0528642, 4.653994]]"
"[89623449, 1003822686, 1003822687]#1",264553120,264553086,181.78759743837048,0.21814511692604457,0.0,30.0,baja,True,0,residencial,Calle 72 Bis,,False,False,[],"[[-74.0520736, 4.653668], [-74.0519732, 4.6535363], [-74.0518894, 4.6534127], [-74.0518552, 4.653302], [-74.0518084, 4.6532107], [-74.0517162, 4.6530825], [-74.0516322, 4.6529948], [-74.0515506, 4.6529153], [-74.0513875, 4.6527806], [-74.0511964, 4.6526642], [-74.0509615, 4.6525202]]"
24381627#1,264553123,264553120,132.86106239007265,0.15943327486808717,0.0,30.0,baja,True,0,residencial,Carrera 2A,,False,False,[],
24381666#1,264553463,264553464,73.69181730567755,0.08843018076681305,0.0,30.0,baja,True,0,residencial,Calle 74,,True,False,[],"[[-74.0522735, 4.655556], [-74.0522211, 4.6555297], [-74.0516801, 4.655257]]"
89617698#1,264553463,450845652,76.6480438065812,0.09197765256789744,0.0,45.0,baja,True,0,terciaria,Carrera 4,2.0,True,False,[],"[[-74.0522735, 4.655556], [-74.0521116, 4.655895], [-74.051981, 4.6561806]]"
37637382,264553464,264553465,121.11141618125112,0.14533369941750135,0.0,30.0,baja,True,0,residencial,Calle 74,,False,False,[],
89619162,264553464,441217424,63.22220963006789,0.07586665155608147,0.0,30.0,baja,True,0,residencial,Carrera 3,2.0,True,False,[],
37637380,264553464,441217462,57.66139797533969,0.06919367757040763,0.0,30.0,baja,True,0,residencial,Carrera 3,,False,False,[],"[[-74.0516801, 4.655257], [-74.0518521, 4.6549034], [-74.0519071, 4.6547904]]"
37637382#1,264553465,264553464,121.11141618125112,0.14533369941750135,0.0,30.0,baja,True,0,residencial,Calle 74,,False,False,[],
38243478,264553465,3511347700,72.16334603300339,0.08659601523960407,0.0,30.0,baja,True,0,residencial,Carrera 2,2.0,True,False,[],
37637385,264553634,441217422,46.65673800734932,0.05598808560881918,0.0,30.0,baja,True,0,residencial,Diagonal 74,1.0,True,False,[],"[[-74.0524247, 4.6573005], [-74.0526174, 4.6571522], [-74.0527626, 4.6570504]]"
856959934#3,264553634,441217423,44.13709404156552,0.052964512849878624,0.0,30.0,baja,True,0,terciaria,Carrera 5,2.0,True,False,[],"[[-74.0524247, 4.6573005], [-74.0524707, 4.6572156], [-74.0525089, 4.6571269], [-74.0525898, 4.6569396]]"
1042453915,264553634,3196497182,133.21129447093986,0.15985355336512783,0.0,30.0,baja,True,0,residencial,Calle 75,,True,False,[],"[[-74.0524247, 4.6573005], [-74.0524609, 4.6573312], [-74.0532922, 4.6580366], [-74.0533405, 4.6580764]]"
89617646,264553636,441217466,76.04820111831543,0.09125784134197852,0.0,30.0,baja,True,0,residencial,Calle 75,2.0,True,False,[],"[[-74.0516728, 4.6568812], [-74.0517512, 4.6569135], [-74.051847, 4.656953], [-74.0519455, 4.6569982], [-74.0520403, 4.6570477], [-74.0522814, 4.6571939]]"
89617698#2,264553636,311370574,95.26403615246328,0.11431684338295593,0.0,45.0,baja,True,0,terciaria,Carrera 4,2.0,True,False,[],"[[-74.0516728, 4.6568812], [-74.0514993, 4.6573806], [-74.051484, 4.6574265], [-74.0514591, 4.6574765], [-74.0514552, 4.6574842], [-74.0514147, 4.6575323], [-74.0513928, 4.6575469], [-74.0513687, 4.6575605], [-74.0512757, 4.6575946]]"
37637390,264553638,452556935,38.25767499583034,0.045909209994996404,0.0,30.0,baja,True,0,residencial,Calle 75,2.0,False,False,[],
89617646#1,264553638,264553636,98.05092321421625,0.11766110785705951,0.0,30.0,baja,True,0,residencial,Calle 75,2.0,True,False,[],"[[-74.0511529, 4.6562731], [-74.0511389, 4.6563265], [-74.0511382, 4.6563799], [-74.0511551, 4.6564646], [-74.051194, 4.656558], [-74.0512817, 4.6566638], [-74.0514134, 4.6567608], [-74.0516006, 4.6568494], [-74.0516263, 4.6568596], [-74.0516728, 4.6568812]]"
24381678,264553640,441217487,70.341236263545,0.08440948351625399,0.0,30.0,baja,True,0,residencial,Carrera 3,2.0,False,False,[],
1123709327,264553640,452556935,13.283482173599182,0.01594017860831902,0.0,30.0,baja,True,0,residencial,Diagonal 75,2.0,True,False,[],
529509160,264718124,264718187,66.15216687844158,0.07938260025412991,0.0,30.0,baja,True,0,terciaria,Carrera 9,3.0,True,False,[],"[[-74.056218, 4.6570967], [-74.0560095, 4.6573947], [-74.0559201, 4.6575227], [-74.0558766, 4.6575847]]"
1072014501,264718124,693951509,95.91725416150447,0.11510070499380537,0.0,45.0,baja,True,0,terciaria,Calle 73,3.0,True,False,[],"[[-74.056218, 4.6570967], [-74.0562751, 4.6571358], [-74.0568903, 4.6575576], [-74.0569311, 4.6575855]]"
529509160#1,264718187,264718620,121.68774118951998,0.146025289427424,0.0,30.0,baja,True,0,terciaria,Carrera 9,3.0,True,False,[],"[[-74.0558766, 4.6575847], [-74.0557871, 4.6577169], [-74.0552995, 4.6584455], [-74.0552667, 4.6584947]]"
1074517258,264718418,267899316,194.52407476534125,0.2334288897184095,0.0,50.0,baja,True,0,primaria,Avenida Carrera 7,2.0,True,False,[],"[[-74.0538203, 4.6575745], [-74.0539673, 4.6573576], [-74.0540073, 4.6572986], [-74.0540133, 4.6572893], [-74.0542819, 4.6568954], [-74.0544568, 4.6566651], [-74.0546195, 4.6564348], [-74.0547296, 4.6562721], [-74.0548156, 4.6561342]]"
529509160#2,264718620,267899323,172.29953605813697,0.20675944326976436,0.0,30.0,baja,True,0,terciaria,Carrera 9,3.0,True,False,[],"[[-74.0552667, 4.6584947], [-74.0544335, 4.6597249], [-74.054396, 4.6597784]]"
1074517257,264718620,439752068,99.73318162188116,0.1196798179462574,0.0,30.0,baja,True,0,residencial,Calle 75,2.0,True,False,[],"[[-74.0552667, 4.6584947], [-74.0552085, 4.6584577], [-74.0545062, 4.6580152]]"
