id,nombre,latitud,longitud,tipo,accesible
389158752,Nodo 389158752,4.6713319,-74.057995,interseccion,True
432495016,Nodo 432495016,4.6508792,-74.056289,interseccion,True
433136408,Nodo 433136408,4.6517522,-74.0537117,interseccion,True
433136426,Nodo 433136426,4.653272,-74.0541748,interseccion,True
434946794,Nodo 434946794,4.6719642,-74.0590209,interseccion,True
434947579,Nodo 434947579,4.6698503,-74.0617764,interseccion,True
435197550,Nodo 435197550,4.6536022,-74.0539687,interseccion,True
435197551,Nodo 435197551,4.6537246,-74.0538898,interseccion,True
435197561,Nodo 435197561,4.6522434,-74.0556717,interseccion,True
435197562,Nodo 435197562,4.6518183,-74.0559456,interseccion,True
435197564,Nodo 435197564,4.6509589,-74.0556296,interseccion,True
439749230,Nodo 439749230,4.6509648,-74.0512744,interseccion,True
439749236,Nodo 439749236,4.651478,-74.0501037,interseccion,True
439752067,Nodo 439752067,4.6592697,-74.0536331,interseccion,True
439752068,Nodo 439752068,4.6580152,-74.0545062,interseccion,True
441217422,Nodo 441217422,4.6570504,-74.0527626,interseccion,True
441217423,Nodo 441217423,4.6569396,-74.0525898,interseccion,True
441217424,Nodo 441217424,4.6557619,-74.0514178,interseccion,True
441217425,Nodo 441217425,4.6511966,-74.0497587,interseccion,True
441217432,Nodo 441217432,4.6523966,-74.0501757,interseccion,True
441217462,Nodo 441217462,4.6547904,-74.0519071,interseccion,True
441217463,Nodo 441217463,4.6555217,-74.0509449,interseccion,True
441217466,Nodo 441217466,4.6571939,-74.0522814,interseccion,True
441217487,Nodo 441217487,4.6568024,-74.0503027,interseccion,True
449727343,Nodo 449727343,4.6519627,-74.0588582,interseccion,True
450845438,Nodo 450845438,4.6616374,-74.0491059,interseccion,True
